,title,authors
266,Robust convention emergence in social networks through self-reinforcing structures dissolution,"[('Daniel Villatoro', '/profile/81436594336'), ('Jordi Sabater-Mir', '/profile/81341496047'), ('Sandip Sen', '/profile/81100401673')]"
267,Session details: Mixed Topics: Emerging Topics + Internet Plus Government + Organizational Factor,"[('Karen Mossberger', '/profile/81311483661')]"
268,Blockchain-based Reputation Evaluation Using Game Theory in Social Networking,"[('Wenjie Guo', '/profile/99660370063'), ('Jingfeng Xue', '/profile/81447600455'), ('Yong Wang', '/profile/99659393038'), ('Zhixiong Zhou', '/profile/99660365587')]"
269,"Emergent Interaction: Complexity, Dynamics, and Enaction in HCI","[('Dan Bennett', '/profile/99659526751'), ('Alan Dix', '/profile/81100537116'), ('Parisa Eslambolchilar', '/profile/81350582010'), ('Feng Feng', '/profile/99659702051'), ('Tom Froese', '/profile/81384617703'), ('Vassilis Kostakos', '/profile/81100283202'), ('Sebastien Lerique', '/profile/99659700491'), ('Niels van Berkel', '/profile/99658743711')]"
270,On Detecting Policy-Related Political Ads: An Exploratory Analysis of Meta Ads in 2022 French Election,"[('Vera Sosnovik', '/author/Sosnovik%2C+Vera'), ('Romaissa Kessi', '/author/Kessi%2C+Romaissa'), ('Maximin Coavoux', '/author/Coavoux%2C+Maximin'), ('Oana Goga', '/author/Goga%2C+Oana')]"
271,Toward safe interoperations in network connected medical cyber-physical systems using open-loop safe protocols,"[('Andrew Y.-Z. Ou', '/profile/99659088659'), ('Maryam Rahmaniheris', '/profile/81313480940'), ('Yu Jiang', '/profile/82658667557'), ('Po-Liang Wu', '/profile/81461647343'), ('Lui Sha', '/profile/81100436936')]"
272,Implementation of Cognitive Driver Models in Microscopic Traffic Simulations,"[('Roland Cristea', '/profile/99659090186'), ('Stefan Rulewitz', '/profile/99659090833'), ('Ilja Radusch', '/profile/81321496890'), ('Karl Hübner', '/profile/99658746676'), ('Björn Schünemann', '/profile/81392602341')]"
273,Information technology and the emergence of a worker-centered organization,"[('Patricia A. Carlson', '/profile/81100379063')]"
274,Research Challenges of Emerging Technologies Supporting Life-Long Health and Wellbeing,"[('Jochen Meyer', '/profile/81500657671'), ('Parisa Eslambolchilar', '/profile/81350582010')]"
275,MegaFlow2D: A Parametric Dataset for Machine Learning Super-resolution in Computational Fluid Dynamics Simulations,"[('Wenzhuo Xu', '/author/Xu%2C+Wenzhuo'), ('Noelia Grande Gutierrez', '/author/Grande+Gutierrez%2C+Noelia'), ('Christopher McComb', '/author/McComb%2C+Christopher')]"
276,Using simulation to help hospitals reduce emergency department waiting times: examples and impact,"[('Thomas Monks', '/profile/81485650081'), ('Rudabeh Meskarian', '/profile/99658621359')]"
277,Emergent Spatial Agent Segregation,"[('K. A. Hawick', '/profile/81100188223'), ('C. J. Scogings', '/profile/81100346631')]"
278,Corpus design for biomedical natural language processing,"[('K. Bretonnel Cohen', '/profile/81346487867'), ('Philip V. Ogren', '/profile/81324492267'), ('Lynne Fox', '/profile/81350599925'), ('Lawrence Hunter', '/profile/81406593319')]"
279,A neurorobotics approach to investigating the emergence of communication in robots,"[('Jungsik Hwang', '/profile/81501650472'), ('Nadine Wirkuttis', '/profile/99659491339'), ('Jun Tani', '/profile/81100242888')]"
280,"Un Grano de Arena: Infrastructural Care, Social Media Platforms, and the Venezuelan Humanitarian Crisis","[('Michaelanne Dye', '/profile/81553689056')]"
281,Sustainabot - Exploring the Use of Everyday Foodstuffs as Output and Input for and with Emergent Users,"[('Simon Robinson', '/profile/81371592031'), ('Jennifer Pearson', '/profile/81384596881'), ('Mark D. Holton', '/profile/99659365427'), ('Shashank Ahire', '/profile/99658659910'), ('Matt Jones', '/profile/81328488881')]"
282,Using conceptual blending to describe emergent meaning in wave propagation,"[('Michael C. Wittmann', '/profile/81442611177')]"
283,Designing a Smart Speaker for Emergent Users: Human Plus AI Response,"[('Shashank Ahire', '/profile/99660689870')]"
284,In-memory computing in emerging memory technologies for machine learning: an overview,"[('Kaushik Roy', '/profile/81100654574'), ('Indranil Chakraborty', '/profile/99659369412'), ('Mustafa Ali', '/profile/99659370422'), ('Aayush Ankit', '/profile/99659178682'), ('Amogh Agrawal', '/profile/99659368353')]"
285,Challenges developing and teaching online professional courses for technical graduate programs: panel discussion,"[('Ajay Bandi', '/author/Bandi%2C+Ajay'), ('Denise Case', '/author/Case%2C+Denise'), ('Nathan Eloe', '/author/Eloe%2C+Nathan'), ('Aziz Fellah', '/author/Fellah%2C+Aziz'), ('Charles Hoot', '/author/Hoot%2C+Charles')]"
286,Emergence of Cooperation in Complex Agent Networks Based on Expectation of Cooperation: (Extended Abstract),"[('Ryosuke Shibusawa', '/profile/99658664391'), ('Tomoaki Otsuka', '/profile/87959161057'), ('Toshiharu Sugawara', '/profile/81100212247')]"
287,Deep learning the ising model near criticality,"[('Alan Morningstar', '/profile/99659287315'), ('Roger G. Melko', '/profile/99659288045')]"
288,Universal protocols for information dissemination using emergent signals,"[('Bartłomiej Dudek', '/profile/99659277993'), ('Adrian Kosowski', '/profile/81318494688')]"
289,Conducting a Large-scale Field Test of a Smartphone-based Communication Network for Emergency Response,"[('Flor Álvarez', '/profile/99659314354'), ('Lars Almon', '/profile/99659314945'), ('Patrick Lieser', '/profile/99658733581'), ('Tobias Meuser', '/profile/99659314824'), ('Yannick Dylla', '/profile/99659314226'), ('Björn Richerzhagen', '/profile/82858760057'), ('Matthias Hollick', '/profile/81100325093'), ('Ralf Steinmetz', '/profile/81100171846')]"
290,"Capacity, Bandwidth, and Compositionality in Emergent Language Learning","[('Cinjon Resnick', '/profile/99659336902'), ('Abhinav Gupta', '/profile/99659530143'), ('Jakob Foerster', '/profile/99659218441'), ('Andrew M. Dai', '/profile/99659048763'), ('Kyunghyun Cho', '/profile/81488664147')]"
291,Towards emergence of communication: a cognitive developmental robotics approach,"[('Minoru Asada', '/profile/81100515894')]"
292,Learning Driven Mobility Control of Airborne Base Stations in Emergency Networks,"[('Rui Li', '/profile/99659075614'), ('Chaoyun Zhang', '/profile/99659225879'), ('Paul Patras', '/profile/81456635505'), ('Razvan Stanica', '/profile/81488671225'), ('Fabrice Valois', '/profile/81100131588')]"
293,Open and regionalised spectrum repositories for emerging countries,"[('Andres Arcia Moret', '/profile/99659047996'), ('Arjuna Sathiaseelan', '/profile/81316490754'), ('Marco Zenaro', '/profile/84460081357'), ('Freddy Rondon', '/profile/99659048791'), ('Ermanno Pietrosemoli', '/profile/81367599379'), ('David Johnson', '/profile/99659047476')]"
294,Detecting Emergent Intersectional Biases: Contextualized Word Embeddings Contain a Distribution of Human-like Biases,"[('Wei Guo', '/profile/99659840964'), ('Aylin Caliskan', '/profile/81508689525')]"
295,Shedding Light: Integrating Bioimaging Technologies into the Design of an Interactive Museum Exhibit,"[('Joyce Ma', '/profile/99659388644'), ('Eyal Shahar', '/profile/99659441940'), ('Kevin Eliceiri', '/profile/81443597313'), ('Guneet Mehta', '/profile/99659442373'), ('Kristina Yu', '/profile/99659442161')]"
296,Performance Impact of Emerging Memory Technologies on Big Data Applications: A Latency-Programmable System Emulation Approach,"[('Mu-Tien Chang', '/profile/99659216621'), ('I. Stephen Choi', '/profile/99658757827'), ('Dimin Niu', '/profile/81466645127'), ('Hongzhong Zheng', '/profile/81361605041')]"
297,Emergence of altruism in open-ended evolution in a population of autonomous agents,"[('Jean-Marc Montanier', '/profile/81474698218'), ('Nicolas Bredeche', '/profile/81100615874')]"
298,Phase diagram for two-layer ReLU neural networks at infinite-width limit,"[('Tao Luo', '/author/Luo%2C+Tao'), ('Zhi-Qin John Xu', '/author/Xu%2C+Zhi-Qin+John'), ('Zheng Ma', '/author/Ma%2C+Zheng'), ('Yaoyu Zhang', '/author/Zhang%2C+Yaoyu')]"
299,Numerical computing on the web: benchmarking for the future,"[('David Herrera', '/profile/99659303025'), ('Hanfeng Chen', '/profile/99659179327'), ('Erick Lavoie', '/profile/81490696105'), ('Laurie Hendren', '/profile/81100646110')]"
300,"Interact, excite, and feel","[('Parisa Eslambolchilar', '/profile/81350582010'), ('Rod Murray-Smith', '/profile/81100572841')]"
301,Information technology and the emergence of a worker-centered organization,"[('Patricia A. Carlson', '/profile/81100379063')]"
302,Performance Considerations for Edge Blockchain Systems in Emerging 5G Data Networks,"[('Dilip Krishnaswamy', '/profile/99658669108')]"
303,Myopic and Non-myopic Communication under Partial Observability,"[('Alan Carlin', '/profile/81365596099'), ('Shlomo Zilberstein', '/profile/81100061211')]"
304,Serverless Computing and Cloud Function-based Applications,"[('Josef Spillner', '/profile/81436593803')]"
305,Symbolic reasoning for automatic signal placement,"[('Kostas Ferles', '/profile/99659178776'), ('Jacob Van Geffen', '/profile/99659178860'), ('Isil Dillig', '/profile/81331491247'), ('Yannis Smaragdakis', '/profile/81100614708')]"
306,Networked Multi-Agent Reinforcement Learning with Emergent Communication,"[('Shubham Gupta', '/profile/99659338498'), ('Rishi Hazra', '/profile/99659530145'), ('Ambedkar Dukkipati', '/profile/99660268182')]"
307,The emergence of software diversity in maven central,"[('César Soto-Valero', '/profile/99659286914'), ('Amine Benelallam', '/profile/99658680521'), ('Nicolas Harrand', '/profile/99659075330'), ('Olivier Barais', '/profile/81100154033'), ('Benoit Baudry', '/profile/81100407522')]"
308,Controversies and opinion,"[('Allen Reiter', '/profile/81332523092')]"
309,Generic quantum Fourier transforms,"[('Cristopher Moore', '/profile/81331499959'), ('Daniel Rockmore', '/profile/81100636775'), ('Alexander Russell', '/profile/81100588915')]"
310,Evaluation of emerging educational technologies in the classroom,"[('Ahmed Kharrufa', '/profile/81479662079'), ('Serdar Abaci', '/profile/81502812644'), ('Emeline Brulé', '/profile/99658765641'), ('Petr Slovak', '/profile/81435611500'), ('Megan Venn-Wycherley', '/profile/99659365983'), ('Daniel Lambton-Howard', '/profile/99659366417')]"
311,Session details: Healthcare applications: Emergency departments,"[('Xiaolan Xie', '/profile/99659356287'), ('Maria Mayorga', '/profile/99659412840')]"
312,Designing Emergent Swarm Behaviors using Behavior Trees and Grammatical Evolution,"[('Aadesh Neupane', '/profile/99659280839'), ('Michael A. Goodrich', '/profile/81350575550')]"
313,A classical leash for a quantum system: command of quantum systems via rigidity of CHSH games,"[('Ben W. Reichardt', '/profile/81100216023'), ('Falk Unger', '/profile/81342514273'), ('Umesh Vazirani', '/profile/81100201963')]"
314,Satellite grouping and routing protocol for LEO/MEO satellite IP networks,"[('Chao Chen', '/profile/81331490456'), ('Eylem Ekici', '/profile/81100577558'), ('Ian F. Akyildiz', '/profile/81100069285')]"
315,Community based emergency response,"[('David Lorenzi', '/profile/81481644748'), ('Jaideep Vaidya', '/profile/81100496660'), ('Soon Chun', '/profile/81452602572'), ('Basit Shafiq', '/profile/81100322125'), ('Varuna Naik', '/profile/81758613757'), ('Vijayalakshmi Atluri', '/profile/81100274477'), ('Nabil Adam', '/profile/81100597393')]"
316,Norm Emergence in Multiagent Systems: A Viewpoint Paper,"[('Andreasa Morris-Martin', '/profile/99659530159'), ('Marina De Vos', '/profile/81460642129'), ('Julian Padget', '/profile/81100470382')]"
317,Towards small world emergence,"[('Philippe Duchon', '/profile/81317488525'), ('Nicolas Hanusse', '/profile/81100391285'), ('Emmanuelle Lebhar', '/profile/81100281896'), ('Nicolas Schabanel', '/profile/81100488507')]"
318,"""Help! Can You Hear Me?"": Understanding How Help-Seeking Posts are Overwhelmed on Social Media during a Natural Disaster","[('Changyang He', '/profile/99659900877'), ('Yue Deng', '/profile/99660643089'), ('Wenjie Yang', '/profile/99659548038'), ('Bo Li', '/profile/81409595864')]"
319,On Algorithmic Decision Procedures in Emergency Response Systems in Smart and Connected Communities,"[('Geoffrey Pettet', '/profile/99659359348'), ('Ayan Mukhopadhyay', '/profile/99659026499'), ('Mykel Kochenderfer', '/profile/81442616197'), ('Yevgeniy Vorobeychik', '/profile/81314492468'), ('Abhishek Dubey', '/profile/81312482618')]"
320,Overlapping coalition formation games: charting the tractability frontier,"[('Yair Zick', '/profile/81488672802'), ('Georgios Chalkiadakis', '/profile/81100043278'), ('Edith Elkind', '/profile/81331491851')]"
321,Towards a predictive model architecture for current or emergent pandemic situations,"[('Fortune S. Mhlanga', '/profile/81100199976'), ('E. L. Perry', '/profile/84758737957'), ('Ching-Song Wei', '/profile/84758628457'), ('Peter A. Ng', '/profile/84758625757')]"
322,"What's kooking?: characterizing India's emerging social network, Koo","[('Asmit Kumar Singh', '/profile/99659972785'), ('Chirag Jain', '/profile/99659749367'), ('Jivitesh Jain', '/profile/99659965531'), ('Rishi Raj Jain', '/profile/99659964444'), ('Shradha Sehgal', '/profile/99659856836'), ('Tanisha Pandey', '/profile/99659977721'), ('Ponnurangam Kumaraguru', '/profile/81328489236')]"
323,Emergent properties in ad-hoc networks: a security perspective,"[('Virgil D. Gligor', '/profile/81100240914')]"
324,Event-based classification of social media streams,"[('Timo Reuter', '/profile/81503671785'), ('Philipp Cimiano', '/profile/81100623599')]"
325,Evolutionary music composition based on Zipf's law,"[('Johannes H. Jensen', '/profile/81486644103'), ('Pauline C. Haddow', '/profile/81100311007')]"
326,Emergence of altruism in open-ended evolution in a population of autonomous agents,"[('Jean-Marc Montanier', '/profile/81474698218'), ('Nicolas Bredeche', '/profile/81100615874')]"
327,Multimodal Emergent Fake News Detection via Meta Neural Process Networks,"[('Yaqing Wang', '/profile/99659731715'), ('Fenglong Ma', '/profile/99658733425'), ('Haoyu Wang', '/profile/99659851079'), ('Kishlay Jha', '/profile/99659287019'), ('Jing Gao', '/profile/81440599637')]"
328,Emergence of invariance and disentanglement in deep representations,"[('Alessandro Achille', '/profile/99659345025'), ('Stefano Soatto', '/profile/81502745004')]"
329,Cultural and linguistic localization of games to bridge the digital and cultural divide in indigenous populations,"[('Joan Byamugisha', '/profile/99658685644'), ('Laurianne Sitbon', '/profile/81363592880'), ('Margot Brereton', '/profile/81100017862')]"
330,Evolving recurrent neural networks for emergent communication,"[('Joshua Sirota', '/profile/99659444767'), ('Vadim Bulitko', '/profile/81100495232'), ('Matthew R G Brown', '/profile/99659524453'), ('Sergio Poo Hernandez', '/profile/99659085148')]"
331,Design and Characteristic Analysis of Variable Buoyancy System for Long Range Autonomous Underwater Vehicle,"[('Zhaoyang Sun', '/profile/99659467131'), ('Jiancheng Yu', '/profile/99658660436'), ('Aiqun Zhang', '/profile/81467656126'), ('Yan Huang', '/profile/99659467748'), ('Zhenyu Wang', '/profile/99659468056')]"
332,Evolution of quantum algorithms,"[('Lee Spector', '/profile/81100520221')]"
333,Evidence of long range dependence and self-similarity in urban traffic systems,"[('Gautam S. Thakur', '/profile/81464641077'), ('Pan Hui', '/profile/81548028286'), ('Ahmed Helmy', '/profile/81100223430')]"
334,"Hide and Seek, and the Emergence of Randomness in a Population of Deterministic Agents","[('Robin Clark', '/profile/99659277349'), ('Steven Kimbrough', '/profile/99659277634')]"
335,Emergent semantics from game-induced folksonomies,"[('Lilian Weng', '/profile/81500645383'), ('Filippo Menczer', '/profile/81100513282')]"
336,Descrambling the social TV echo chamber,"[('Nitya Narasimhan', '/profile/81100599610'), ('Venu Vasudevan', '/profile/81100090040')]"
337,The emergence and growth of evolutionary art: 1980--1993,"[('Nicholas Lambert', '/profile/81467640938'), ('William Latham', '/profile/81100545095'), ('Frederic Fol Leymarie', '/profile/81758954157')]"
338,Emergent Behavior in System-of-Systems: A Systematic Mapping Study,"[('Thiago J. Inocêncio', '/profile/99659458530'), ('Gustavo R. Gonzales', '/profile/99659458345'), ('Everton Cavalcante', '/profile/81492655455'), ('Flávio E. A. Horita', '/profile/99659161683')]"
339,Use of genetic algorithms in three-dimensional reconstruction in carbon black aggregates,"[('Robert J. Grim', '/profile/81332501999'), ('J. Richard Rinewalt', '/profile/81538497256'), ('L. Donnell Payne', '/profile/81100557841')]"
340,pakapaka Method For BLE Beacon Identification,"[('Shota Ikeda', '/profile/99659093375'), ('Katsuhiko Kaji', '/profile/81310494595')]"
341,A multiagent system manages collaboration in emergent processes,"[('John Debenham', '/profile/81100407062')]"
342,Evolution of Complex Emergent Behaviour in Multi-State Cellular Automata,"[('Michal Bidlo', '/profile/81375607657')]"
343,Harnessing emergence: the control and design of emergent behavior in system of systems engineering,"[('Saurabh Mittal', '/profile/81337491891'), ('Larry Rainey', '/profile/81100422611')]"
344,Moiré cryptography,"[('Yvo Desmedt', '/profile/81100599384'), ('Tri van Le', '/profile/81100276218')]"
345,Emergent ad hoc sensor network connectivity in large-scale disaster zones,"[('Osher Yadgar', '/profile/81100293733')]"
346,Global chaos synchronization of Arneodo chaotic system via backstepping controller design,"[('Sundarapandian Vaidyanathan', '/profile/81508689953')]"
347,Interference radius in PCS radio resource management simulations,"[('Michael Liljenstam', '/profile/81100317989'), ('Rassul Ayani', '/profile/81100419018')]"
348,Using machine learning for handover optimization in vehicular fog computing,"[('Salman Memon', '/profile/99659366650'), ('Muthucumaru Maheswaran', '/profile/81100094438')]"
349,Phase transitions in group testing,"[('Jonathan Scarlett', '/profile/99658668739'), ('Volkan Cevher', '/profile/81336488297')]"
350,An Objective-Based Approach for Semantic Validation of Emergence in Component-Based Simulation Models,"[('Claudia Szabo', '/profile/81330498798'), ('Yong Meng Teo', '/profile/81548017693')]"
351,Modeling and simulation of steady state and transient behaviors for emergent SoCs,"[('JoAnn M. Paul', '/profile/81452605713'), ('Arne J. Suppé', '/profile/81100076397'), ('Donald E. Thomas', '/profile/81100412140')]"
352,Carbon nanotube field-effect transistors and logic circuits,"[('R. Martel', '/profile/81100371443'), ('V. Derycke', '/profile/81100644923'), ('J. Appenzeller', '/profile/81100504402'), ('S. Wind', '/profile/81100607440'), ('Ph. Avouris', '/profile/81100274671')]"
353,UAV based 5G indoor localization for emergency services,"[('Oluwatayo Y. Kolawole', '/profile/99660342104'), ('Mythri Hunukumbure', '/profile/99659829171')]"
354,Emergence of community structures in vowel inventories: an analysis based on complex networks,"[('Animesh Mukherjee', '/profile/81100653390'), ('Monojit Choudhury', '/profile/81313483944'), ('Anupam Basu', '/profile/81100646311'), ('Niloy Ganguly', '/profile/81100305563')]"
355,Work-function variation induced fluctuation in bias-temperature-instability characteristics of emerging metal-gate devices and implications for digital design,"[('Seid Hadi Rasouli', '/profile/81310482323'), ('Kazuhiko Endo', '/profile/81458651974'), ('Kaustav Banerjee', '/profile/81100144463')]"
356,Emerging user interfaces through first-class viewers,"[('Rick Mugridge', '/profile/81100509430'), ('Mitra Nataraj', '/profile/81503689700'), ('Darryl Singh', '/profile/81503685455')]"
357,"Emergence of learning in computer-supported, large-scale collective dynamics: a research agenda","[('Manu Kapur', '/profile/81316488825'), ('David Hung', '/profile/81316488655'), ('Michael Jacobson', '/profile/81100030660'), ('John Voiklis', '/profile/81317490061'), ('Charles K. Kinzer', '/profile/81100336595'), ('Chen Der-Thanq Victor', '/profile/81442604408')]"
358,From object evolution to object emergence,"[('Dalila Tamzalit', '/profile/81100662350'), ('Chabane Oussalah', '/profile/81100047246')]"
359,Distributed Heterogeneous Robot-Human Teams: Robotics Track,"[('S M Al Mahi', '/profile/99659309756'), ('Kyungho Nam', '/profile/99659368528'), ('Christopher Crick', '/profile/81309494479')]"
360,Controlling the effects of anomalous ARP behaviour on ethernet networks,"[('D. Ármannsson', '/profile/81310483756'), ('G. Hjálmtýsson', '/profile/81100082838'), ('P. D. Smith', '/profile/81310487512'), ('L. Mathy', '/profile/81310493238')]"
361,Emergence of stable coalitions via task exchanges,"[('Partha Sarathi Dutta', '/profile/81100634439'), ('Sandip Sen', '/profile/81100401673')]"
362,Zero-shot Generalization of Multimodal Dialogue Agents,"[('Diogo Tavares', '/profile/99660640315')]"
363,Predicting emerging social conventions in online social networks,"[('Farshad Kooti', '/profile/81501684651'), ('Winter A. Mason', '/profile/81442596219'), ('Krishna P. Gummadi', '/profile/81100334131'), ('Meeyoung Cha', '/profile/81100205660')]"
364,Racism is a virus: anti-asian hate and counterspeech in social media during the COVID-19 crisis,"[('Bing He', '/profile/99659850401'), ('Caleb Ziems', '/profile/99659971810'), ('Sandeep Soni', '/profile/87958751357'), ('Naren Ramakrishnan', '/profile/81350601212'), ('Diyi Yang', '/profile/87258642957'), ('Srijan Kumar', '/profile/89558825057')]"
365,Emerging challenges for large scale systems integration,"[('Andrew Fano', '/profile/81100313988')]"
366,Inflationary fixed points in modal logic,"[('Anuj Dawar', '/profile/81100341382'), ('Erich Grädel', '/profile/81100568848'), ('Stephan Kreutzer', '/profile/81100206918')]"
367,Creating emergent behaviors: two robotics labs that combine reactive behaviors,"[('Robert M. Harlan', '/profile/81100207922'), ('Shelley McClarigan', '/profile/81100173961')]"
368,Towards a Dynamic Inter-Sensor Correlations Learning Framework for Multi-Sensor-Based Wearable Human Activity Recognition,"[('Shenghuan Miao', '/profile/99660567182'), ('Ling Chen', '/profile/81408598829'), ('Rong Hu', '/profile/99660566458'), ('Yingsong Luo', '/profile/99660566610')]"
369,A Carrier-Based Analytic Model for Undoped (Lightly Doped) Ultra-Thin-Body Silicon-on-Insulator (UTB-SOI) MOSFETs,"[('Jin He', '/profile/81100331866'), ('Xing Zhang', '/profile/81312481890'), ('Ganggang Zhang', '/profile/81312481251'), ('Yangyuan Wang', '/profile/81312485573')]"
370,DP-cryptography: marrying differential privacy and cryptography in emerging applications,"[('Sameer Wagh', '/profile/99660009977'), ('Xi He', '/profile/89758898557'), ('Ashwin Machanavajjhala', '/profile/81100002416'), ('Prateek Mittal', '/profile/81375616228')]"
371,Thing Constellation Visualizer: Exploring Emergent Relationships of Everyday Objects,"[('Yi-Ching (Janet) Huang', '/profile/99659895672'), ('Yu-Ting Cheng', '/profile/99659276837'), ('Rung-Huei Liang', '/profile/99659899018'), ('Jane Yung-jen Hsu', '/profile/81406599584'), ('Lin-Lin Chen', '/profile/99658706963')]"
372,Safe deployment for reconfigurable cyber-physical systems,"[('Uwe Pohlmann', '/profile/81758850257')]"
373,Evolving recurrent neural networks for emergent communication,"[('Joshua Sirota', '/profile/99659444767'), ('Vadim Bulitko', '/profile/81100495232'), ('Matthew R G Brown', '/profile/99659524453'), ('Sergio Poo Hernandez', '/profile/99659085148')]"
374,Emerging (un-)reliability based security threats and mitigations for embedded systems: special session,"[('Hussam Amrouch', '/profile/81482661250'), ('Prashanth Krishnamurthy', '/profile/81343497177'), ('Naman Patel', '/profile/99659136792'), ('Jörg Henkel', '/profile/81350581911'), ('Ramesh Karri', '/profile/81100444190'), ('Farshad Khorrami', '/profile/81343496809')]"
375,Trustworthy Device Pairing for Opportunistic Device-to-Device Communications in Mobile Crowdsourcing Systems,"[('Cong Zhao', '/profile/99659825654'), ('Fengrui Shi', '/profile/99658740799'), ('Ran Huang', '/profile/99658731386'), ('Xinyu Yang', '/profile/81413599518'), ('Julie McCann', '/profile/81100223499')]"
376,Automatic title generation for EM,"[('Paul E. Kennedy', '/profile/81547898156'), ('Alexander G. Hauptmann', '/profile/81100535010')]"
377,Towards analyzing Chinese crisis cases spatiotemporally,"[('Jian Zhan', '/profile/81385597217'), ('Ning An', '/profile/81100329696'), ('Lian Li', '/profile/81384612868'), ('Yongzhong Sha', '/profile/81351596537')]"
378,Open and regionalised spectrum repositories for emerging countries,"[('Andres Arcia Moret', '/profile/99659047996'), ('Arjuna Sathiaseelan', '/profile/81316490754'), ('Marco Zenaro', '/profile/84460081357'), ('Freddy Rondon', '/profile/99659048791'), ('Ermanno Pietrosemoli', '/profile/81367599379'), ('David Johnson', '/profile/99659047476')]"
379,Reusable C++ code for an electron-phonon simulation,"[('Sandria N. Kerr', '/profile/81100007606'), ('Guanghui Lei', '/profile/81100482205'), ('William C. Kerr', '/profile/81542448756')]"
380,Harnessing emergence: the control and design of emergent behavior in system of systems engineering,"[('Saurabh Mittal', '/profile/81337491891'), ('Larry Rainey', '/profile/81100422611')]"
381,Algorithm 111: Molecular-orbital calculation of molecular interactions,"[('Yuri A. Kruglyak', '/profile/81100288752'), ('Donald R. Whitman', '/profile/81100008077')]"
382,Harnessing emergence: the control and design of emergent behavior in system of systems engineering,"[('Saurabh Mittal', '/profile/81337491891'), ('Larry Rainey', '/profile/81100422611')]"
383,Electric field phase sensing for wearable orientation and localisation applications,"[('Daniel Roggen', '/profile/81100062927'), ('Arash Pour Yazdan', '/profile/99659069840'), ('Francisco Javier Ordóñez Morales', '/profile/99659069686'), ('Robert J. Prance', '/profile/81430602761'), ('Helen Prance', '/profile/81430662062')]"
384,Grand challenges to computation science,"[('Eugene Levin', '/profile/81100404625')]"
385,The emergence of true machine intelligence in the twenty-first century (abstract),"[('Raymond Kurzweil', '/profile/81100034327')]"
386,An interactive tool for enhancing hospital capacity predictions using an epidemiological model,"[('F. Gibson', '/profile/99659804473'), ('R. Fabbro', '/profile/99659804639'), ('A. Rahat', '/profile/99660648553'), ('T. Torsney-Weir', '/profile/81490691977'), ('D. Archambault', '/profile/99659817386'), ('M. Gravenor', '/profile/99659817113'), ('B. Lucini', '/profile/99659806238')]"
387,"Evaluation of Black hole, Wormhole and Sybil Attacks in Mobile Ad-hoc Networks","[('Sunil Kumar Jangir', '/profile/99659068609'), ('Naveen Hemrajani', '/profile/82258726257')]"
388,Stop building castles on a swamp!: the crisis of reproducing automatic search in evidence-based software engineering,"[('Zheng Li', '/profile/99659579605')]"
389,Universal protocols for information dissemination using emergent signals,"[('Bartłomiej Dudek', '/profile/99659277993'), ('Adrian Kosowski', '/profile/81318494688')]"
390,Towards emergence of communication: a cognitive developmental robotics approach,"[('Minoru Asada', '/profile/81100515894')]"
391,The Emergence of Quantified Self as a Data-driven Movement to Promote Health and Wellness,"[('Maarten den Braber', '/profile/99659077716')]"
392,Time-based adaptive collision-avoidance real-time MAC protocol for underwater acoustic sensor networks,"[('Xiaoxiao Zhuo', '/profile/99659331960'), ('Fengzhong Qu', '/profile/81453639810'), ('Hong Yang', '/profile/99659332155'), ('Yezhou Wu', '/profile/82858642257')]"
393,Information handling in an arms control inspection and verification environment,"[('L. F. Mathison', '/profile/81385604324')]"
394,Training Strategies to Handle Missing Modalities for Audio-Visual Expression Recognition,"[('Srinivas Parthasarathy', '/profile/99659667058'), ('Shiva Sundaram', '/profile/99659667890')]"
395,Asynchronous event handling in the real-time specification for Java,"[('MinSeong Kim', '/profile/81337490440'), ('Andy Wellings', '/profile/81100235181')]"
396,Computational seismic analysis of optical instrument structures: Computational analysis of seismic response of wide-field optical spectrograph structures in large telescopes,"[('Aman Shrestha', '/profile/99659906992'), ('Daxu Zhang', '/profile/99659907394'), ('Lingyu Zheng', '/profile/99659906582')]"
397,"Your 2 is My 1, Your 3 is My 9: Handling Arbitrary Miscalibrations in Ratings","[('Jingyan Wang', '/profile/99659369279'), ('Nihar B. Shah', '/profile/81461646996')]"
398,"Towards Intersectionality in Machine Learning: Including More Identities, Handling Underrepresentation, and Performing Evaluation","[('Angelina Wang', '/profile/99660487432'), ('Vikram V Ramaswamy', '/profile/99660486379'), ('Olga Russakovsky', '/profile/81550142556')]"
399,Incorporating Chorus Line Effect into a Cucker-Smale System for Fast Manoeuvre Tracking,"[('Jing Ma', '/profile/99659283191'), ('Edmund M-K Lai', '/profile/99659284137')]"
400,A Fitness Monitoring System based on Fusion of Visual and Sensorial Information,"[('Michalis Papakostas', '/profile/99658677012'), ('Theodore Giannakopoulos', '/profile/81440618760'), ('Vangelis Karkaletsis', '/profile/81100618912')]"
401,Emergent participant interaction,"[('Jennifer Seevinck', '/profile/81100515420'), ('Ernest A. Edmonds', '/profile/81100163076'), ('Linda Candy', '/profile/81100029719')]"
402,Measuring Impact of Academic Research in Computer and Information Science on Society,"[('Kushwanth Koya', '/profile/99659210772'), ('Gobinda Chowdhury', '/profile/81100512197')]"
403,Algorithm 391: Unitary symmetric polynomials,"[('John McKay', '/profile/81100556078')]"
