,name,org,url,pub
867,Laurie Hendren,McGill University,https://dl.acm.org/profile/81100646110,Numerical computing on the web: benchmarking for the future
868,Parisa Eslambolchilar,Cardiff University,https://dl.acm.org/profile/81350582010,"Interact, excite, and feel"
869,Rod Murray-Smith,University of Glasgow,https://dl.acm.org/profile/81100572841,"Interact, excite, and feel"
870,Patricia A. Carlson,Rose Hulman Institute Technology,https://dl.acm.org/profile/81100379063,Information technology and the emergence of a worker-centered organization
871,Dilip Krishnaswamy,IBM Research - India,https://dl.acm.org/profile/99658669108,Performance Considerations for Edge Blockchain Systems in Emerging 5G Data Networks
872,Alan Carlin,University of Massachusetts Amherst,https://dl.acm.org/profile/81365596099,Myopic and Non-myopic Communication under Partial Observability
873,Shlomo Zilberstein,University of Massachusetts Amherst,https://dl.acm.org/profile/81100061211,Myopic and Non-myopic Communication under Partial Observability
874,Josef Spillner,Zurich University of Applied Sciences Winterthur,https://dl.acm.org/profile/81436593803,Serverless Computing and Cloud Function-based Applications
875,Kostas Ferles,The University of Texas at Austin,https://dl.acm.org/profile/99659178776,Symbolic reasoning for automatic signal placement
876,Jacob Van Geffen,University of Washington,https://dl.acm.org/profile/99659178860,Symbolic reasoning for automatic signal placement
877,Isil Dillig,The University of Texas at Austin,https://dl.acm.org/profile/81331491247,Symbolic reasoning for automatic signal placement
878,Yannis Smaragdakis,National and Kapodistrian University of Athens,https://dl.acm.org/profile/81100614708,Symbolic reasoning for automatic signal placement
879,Shubham Gupta,Indian Institute of Science,https://dl.acm.org/profile/99659338498,Networked Multi-Agent Reinforcement Learning with Emergent Communication
880,Rishi Hazra,Indian Institute of Science,https://dl.acm.org/profile/99659530145,Networked Multi-Agent Reinforcement Learning with Emergent Communication
881,Ambedkar Dukkipati,Indian Institute of Science,https://dl.acm.org/profile/99660268182,Networked Multi-Agent Reinforcement Learning with Emergent Communication
882,César Soto-Valero,KTH Royal Institute of Technology,https://dl.acm.org/profile/99659286914,The emergence of software diversity in maven central
883,Amine Benelallam,CNRS Centre National de la Recherche Scientifique,https://dl.acm.org/profile/99658680521,The emergence of software diversity in maven central
884,Nicolas Harrand,KTH Royal Institute of Technology,https://dl.acm.org/profile/99659075330,The emergence of software diversity in maven central
885,Olivier Barais,Institute for Research in Computer Science and Random Systems,https://dl.acm.org/profile/81100154033,The emergence of software diversity in maven central
886,Benoit Baudry,KTH Royal Institute of Technology,https://dl.acm.org/profile/81100407522,The emergence of software diversity in maven central
887,Allen Reiter,University of Wisconsin-Madison,https://dl.acm.org/profile/81332523092,Controversies and opinion
888,Cristopher Moore,Santa Fe Institute,https://dl.acm.org/profile/81331499959,Generic quantum Fourier transforms
889,Daniel Rockmore,Dartmouth College,https://dl.acm.org/profile/81100636775,Generic quantum Fourier transforms
890,Alexander Russell,University of Connecticut,https://dl.acm.org/profile/81100588915,Generic quantum Fourier transforms
891,Ahmed Kharrufa,Newcastle University,https://dl.acm.org/profile/81479662079,Evaluation of emerging educational technologies in the classroom
892,Serdar Abaci,The University of Edinburgh,https://dl.acm.org/profile/81502812644,Evaluation of emerging educational technologies in the classroom
893,Emeline Brulé,University of Sussex,https://dl.acm.org/profile/99658765641,Evaluation of emerging educational technologies in the classroom
894,Petr Slovak,King's College London,https://dl.acm.org/profile/81435611500,Evaluation of emerging educational technologies in the classroom
895,Megan Venn-Wycherley,Newcastle University,https://dl.acm.org/profile/99659365983,Evaluation of emerging educational technologies in the classroom
896,Daniel Lambton-Howard,Newcastle University,https://dl.acm.org/profile/99659366417,Evaluation of emerging educational technologies in the classroom
897,Aadesh Neupane,Brigham Young University,https://dl.acm.org/profile/99659280839,Designing Emergent Swarm Behaviors using Behavior Trees and Grammatical Evolution
898,Michael A. Goodrich,Brigham Young University,https://dl.acm.org/profile/81350575550,Designing Emergent Swarm Behaviors using Behavior Trees and Grammatical Evolution
899,Ben W. Reichardt,University of Southern California,https://dl.acm.org/profile/81100216023,A classical leash for a quantum system: command of quantum systems via rigidity of CHSH games
900,Falk Unger,Center for Mathematics and Computer Science - Amsterdam,https://dl.acm.org/profile/81342514273,A classical leash for a quantum system: command of quantum systems via rigidity of CHSH games
901,Umesh Vazirani,"University of California, Berkeley",https://dl.acm.org/profile/81100201963,A classical leash for a quantum system: command of quantum systems via rigidity of CHSH games
902,Chao Chen,School of Electrical and Computer Engineering,https://dl.acm.org/profile/81331490456,Satellite grouping and routing protocol for LEO/MEO satellite IP networks
903,Eylem Ekici,The Ohio State University,https://dl.acm.org/profile/81100577558,Satellite grouping and routing protocol for LEO/MEO satellite IP networks
904,Ian F. Akyildiz,Technology Innovation Institute,https://dl.acm.org/profile/81100069285,Satellite grouping and routing protocol for LEO/MEO satellite IP networks
905,David Lorenzi,Rutgers University-Newark Campus,https://dl.acm.org/profile/81481644748,Community based emergency response
906,Jaideep Vaidya,Rutgers University-Newark Campus,https://dl.acm.org/profile/81100496660,Community based emergency response
907,Soon Chun,College of Staten Island,https://dl.acm.org/profile/81452602572,Community based emergency response
908,Basit Shafiq,Lahore University of Management Sciences,https://dl.acm.org/profile/81100322125,Community based emergency response
909,Varuna Naik,Rutgers University-Newark Campus,https://dl.acm.org/profile/81758613757,Community based emergency response
910,Vijayalakshmi Atluri,Rutgers University-Newark Campus,https://dl.acm.org/profile/81100274477,Community based emergency response
911,Nabil Adam,Rutgers University–New Brunswick,https://dl.acm.org/profile/81100597393,Community based emergency response
912,Andreasa Morris-Martin,University of Bath,https://dl.acm.org/profile/99659530159,Norm Emergence in Multiagent Systems: A Viewpoint Paper
913,Marina De Vos,University of Bath,https://dl.acm.org/profile/81460642129,Norm Emergence in Multiagent Systems: A Viewpoint Paper
914,Julian Padget,University of Bath,https://dl.acm.org/profile/81100470382,Norm Emergence in Multiagent Systems: A Viewpoint Paper
915,Philippe Duchon,Bordeaux Computer Science Research Laboratory,https://dl.acm.org/profile/81317488525,Towards small world emergence
916,Nicolas Hanusse,University of Bordeaux,https://dl.acm.org/profile/81100391285,Towards small world emergence
917,Nicolas Schabanel,Lyon Higher Normal School,https://dl.acm.org/profile/81100488507,Towards small world emergence
918,Changyang He,Hong Kong University of Science and Technology,https://dl.acm.org/profile/99659900877,"""Help! Can You Hear Me?"": Understanding How Help-Seeking Posts are Overwhelmed on Social Media during a Natural Disaster"
919,Yue Deng,Hong Kong University of Science and Technology,https://dl.acm.org/profile/99660643089,"""Help! Can You Hear Me?"": Understanding How Help-Seeking Posts are Overwhelmed on Social Media during a Natural Disaster"
920,Wenjie Yang,Hong Kong University of Science and Technology,https://dl.acm.org/profile/99659548038,"""Help! Can You Hear Me?"": Understanding How Help-Seeking Posts are Overwhelmed on Social Media during a Natural Disaster"
921,Bo Li,Hong Kong University of Science and Technology,https://dl.acm.org/profile/81409595864,"""Help! Can You Hear Me?"": Understanding How Help-Seeking Posts are Overwhelmed on Social Media during a Natural Disaster"
922,Geoffrey Pettet,Vanderbilt University,https://dl.acm.org/profile/99659359348,On Algorithmic Decision Procedures in Emergency Response Systems in Smart and Connected Communities
923,Ayan Mukhopadhyay,Vanderbilt University,https://dl.acm.org/profile/99659026499,On Algorithmic Decision Procedures in Emergency Response Systems in Smart and Connected Communities
924,Mykel Kochenderfer,Stanford University,https://dl.acm.org/profile/81442616197,On Algorithmic Decision Procedures in Emergency Response Systems in Smart and Connected Communities
925,Yevgeniy Vorobeychik,Washington University in St. Louis,https://dl.acm.org/profile/81314492468,On Algorithmic Decision Procedures in Emergency Response Systems in Smart and Connected Communities
926,Abhishek Dubey,Vanderbilt University,https://dl.acm.org/profile/81312482618,On Algorithmic Decision Procedures in Emergency Response Systems in Smart and Connected Communities
927,Yair Zick,University of Massachusetts Amherst,https://dl.acm.org/profile/81488672802,Overlapping coalition formation games: charting the tractability frontier
928,Georgios Chalkiadakis,Technical University of Crete,https://dl.acm.org/profile/81100043278,Overlapping coalition formation games: charting the tractability frontier
929,Edith Elkind,University of Oxford,https://dl.acm.org/profile/81331491851,Overlapping coalition formation games: charting the tractability frontier
930,Fortune S. Mhlanga,Lipscomb University,https://dl.acm.org/profile/81100199976,Towards a predictive model architecture for current or emergent pandemic situations
931,Ching-Song Wei,City University of New York,https://dl.acm.org/profile/84758628457,Towards a predictive model architecture for current or emergent pandemic situations
932,Peter A. Ng,Indiana University-Purdue University Fort Wayne,https://dl.acm.org/profile/84758625757,Towards a predictive model architecture for current or emergent pandemic situations
933,Asmit Kumar Singh,"Indraprastha Institute of Information Technology, Delhi",https://dl.acm.org/profile/99659972785,"What's kooking?: characterizing India's emerging social network, Koo"
934,Chirag Jain,"Indraprastha Institute of Information Technology, Delhi",https://dl.acm.org/profile/99659749367,"What's kooking?: characterizing India's emerging social network, Koo"
935,Jivitesh Jain,"International Institute of Information Technology, Hyderabad",https://dl.acm.org/profile/99659965531,"What's kooking?: characterizing India's emerging social network, Koo"
936,Rishi Raj Jain,"Indraprastha Institute of Information Technology, Delhi",https://dl.acm.org/profile/99659964444,"What's kooking?: characterizing India's emerging social network, Koo"
937,Shradha Sehgal,"International Institute of Information Technology, Hyderabad",https://dl.acm.org/profile/99659856836,"What's kooking?: characterizing India's emerging social network, Koo"
938,Tanisha Pandey,"Indraprastha Institute of Information Technology, Delhi",https://dl.acm.org/profile/99659977721,"What's kooking?: characterizing India's emerging social network, Koo"
939,Ponnurangam Kumaraguru,"International Institute of Information Technology, Hyderabad",https://dl.acm.org/profile/81328489236,"What's kooking?: characterizing India's emerging social network, Koo"
940,Virgil D. Gligor,Carnegie Mellon University,https://dl.acm.org/profile/81100240914,Emergent properties in ad-hoc networks: a security perspective
941,Timo Reuter,Bielefeld University,https://dl.acm.org/profile/81503671785,Event-based classification of social media streams
942,Philipp Cimiano,Bielefeld University,https://dl.acm.org/profile/81100623599,Event-based classification of social media streams
943,Johannes H. Jensen,Norwegian University of Science and Technology,https://dl.acm.org/profile/81486644103,Evolutionary music composition based on Zipf's law
944,Pauline C. Haddow,Norwegian University of Science and Technology,https://dl.acm.org/profile/81100311007,Evolutionary music composition based on Zipf's law
945,Jean-Marc Montanier,SoftBank Group Corp.,https://dl.acm.org/profile/81474698218,Emergence of altruism in open-ended evolution in a population of autonomous agents
946,Nicolas Bredeche,CNRS Centre National de la Recherche Scientifique,https://dl.acm.org/profile/81100615874,Emergence of altruism in open-ended evolution in a population of autonomous agents
947,Yaqing Wang,Purdue University,https://dl.acm.org/profile/99659731715,Multimodal Emergent Fake News Detection via Meta Neural Process Networks
948,Fenglong Ma,Pennsylvania State University,https://dl.acm.org/profile/99658733425,Multimodal Emergent Fake News Detection via Meta Neural Process Networks
949,Jing Gao,Purdue University,https://dl.acm.org/profile/81440599637,Multimodal Emergent Fake News Detection via Meta Neural Process Networks
950,Alessandro Achille,"Amazon.com, Inc.",https://dl.acm.org/profile/99659345025,Emergence of invariance and disentanglement in deep representations
951,Stefano Soatto,David Geffen School of Medicine at UCLA,https://dl.acm.org/profile/81502745004,Emergence of invariance and disentanglement in deep representations
952,Joan Byamugisha,IBM Research,https://dl.acm.org/profile/99658685644,Cultural and linguistic localization of games to bridge the digital and cultural divide in indigenous populations
953,Laurianne Sitbon,Queensland University of Technology,https://dl.acm.org/profile/81363592880,Cultural and linguistic localization of games to bridge the digital and cultural divide in indigenous populations
954,Margot Brereton,Queensland University of Technology,https://dl.acm.org/profile/81100017862,Cultural and linguistic localization of games to bridge the digital and cultural divide in indigenous populations
955,Joshua Sirota,University of Alberta,https://dl.acm.org/profile/99659444767,Evolving recurrent neural networks for emergent communication
956,Vadim Bulitko,University of Alberta,https://dl.acm.org/profile/81100495232,Evolving recurrent neural networks for emergent communication
957,Matthew R G Brown,University of Alberta,https://dl.acm.org/profile/99659524453,Evolving recurrent neural networks for emergent communication
958,Sergio Poo Hernandez,University of Alberta,https://dl.acm.org/profile/99659085148,Evolving recurrent neural networks for emergent communication
959,Zhaoyang Sun,Shenyang Institute of Automation Chinese Academy of Sciences,https://dl.acm.org/profile/99659467131,Design and Characteristic Analysis of Variable Buoyancy System for Long Range Autonomous Underwater Vehicle
960,Jiancheng Yu,Shenyang Institute of Automation Chinese Academy of Sciences,https://dl.acm.org/profile/99658660436,Design and Characteristic Analysis of Variable Buoyancy System for Long Range Autonomous Underwater Vehicle
961,Aiqun Zhang,Shenyang Institute of Automation Chinese Academy of Sciences,https://dl.acm.org/profile/81467656126,Design and Characteristic Analysis of Variable Buoyancy System for Long Range Autonomous Underwater Vehicle
962,Yan Huang,Shenyang Institute of Automation Chinese Academy of Sciences,https://dl.acm.org/profile/99659467748,Design and Characteristic Analysis of Variable Buoyancy System for Long Range Autonomous Underwater Vehicle
963,Zhenyu Wang,Shenyang Institute of Automation Chinese Academy of Sciences,https://dl.acm.org/profile/99659468056,Design and Characteristic Analysis of Variable Buoyancy System for Long Range Autonomous Underwater Vehicle
964,Lee Spector,University of Massachusetts Amherst,https://dl.acm.org/profile/81100520221,Evolution of quantum algorithms
965,Gautam S. Thakur,Oak Ridge National Laboratory,https://dl.acm.org/profile/81464641077,Evidence of long range dependence and self-similarity in urban traffic systems
966,Pan Hui,Hong Kong University of Science and Technology,https://dl.acm.org/profile/81548028286,Evidence of long range dependence and self-similarity in urban traffic systems
967,Ahmed Helmy,University of Florida,https://dl.acm.org/profile/81100223430,Evidence of long range dependence and self-similarity in urban traffic systems
968,Lilian Weng,Indiana University Bloomington,https://dl.acm.org/profile/81500645383,Emergent semantics from game-induced folksonomies
969,Filippo Menczer,Indiana University Bloomington,https://dl.acm.org/profile/81100513282,Emergent semantics from game-induced folksonomies
970,Nitya Narasimhan,Motorola,https://dl.acm.org/profile/81100599610,Descrambling the social TV echo chamber
971,Venu Vasudevan,Motorola,https://dl.acm.org/profile/81100090040,Descrambling the social TV echo chamber
972,William Latham,"Goldsmiths, University of London",https://dl.acm.org/profile/81100545095,The emergence and growth of evolutionary art: 1980--1993
973,Frederic Fol Leymarie,"Goldsmiths, University of London",https://dl.acm.org/profile/81758954157,The emergence and growth of evolutionary art: 1980--1993
974,Thiago J. Inocêncio,Federal University of ABC,https://dl.acm.org/profile/99659458530,Emergent Behavior in System-of-Systems: A Systematic Mapping Study
975,Gustavo R. Gonzales,Federal University of ABC,https://dl.acm.org/profile/99659458345,Emergent Behavior in System-of-Systems: A Systematic Mapping Study
976,Everton Cavalcante,Federal University of Rio Grande do Norte,https://dl.acm.org/profile/81492655455,Emergent Behavior in System-of-Systems: A Systematic Mapping Study
977,Flávio E. A. Horita,Federal University of ABC,https://dl.acm.org/profile/99659161683,Emergent Behavior in System-of-Systems: A Systematic Mapping Study
978,Robert J. Grim,Texas Christian University,https://dl.acm.org/profile/81332501999,Use of genetic algorithms in three-dimensional reconstruction in carbon black aggregates
979,J. Richard Rinewalt,Texas Christian University,https://dl.acm.org/profile/81538497256,Use of genetic algorithms in three-dimensional reconstruction in carbon black aggregates
980,L. Donnell Payne,Texas Christian University,https://dl.acm.org/profile/81100557841,Use of genetic algorithms in three-dimensional reconstruction in carbon black aggregates
981,Shota Ikeda,Aichi Institute of Technology,https://dl.acm.org/profile/99659093375,pakapaka Method For BLE Beacon Identification
982,Katsuhiko Kaji,Aichi Institute of Technology,https://dl.acm.org/profile/81310494595,pakapaka Method For BLE Beacon Identification
983,John Debenham,University of Technology Sydney,https://dl.acm.org/profile/81100407062,A multiagent system manages collaboration in emergent processes
984,Michal Bidlo,Brno University of Technology,https://dl.acm.org/profile/81375607657,Evolution of Complex Emergent Behaviour in Multi-State Cellular Automata
985,Saurabh Mittal,MITRE Corporation,https://dl.acm.org/profile/81337491891,Harnessing emergence: the control and design of emergent behavior in system of systems engineering
986,Yvo Desmedt,The University of Texas at Dallas,https://dl.acm.org/profile/81100599384,Moiré cryptography
987,Tri van Le,Florida State University,https://dl.acm.org/profile/81100276218,Moiré cryptography
988,Osher Yadgar,SRI International,https://dl.acm.org/profile/81100293733,Emergent ad hoc sensor network connectivity in large-scale disaster zones
989,Rassul Ayani,KTH Royal Institute of Technology,https://dl.acm.org/profile/81100419018,Interference radius in PCS radio resource management simulations
990,Muthucumaru Maheswaran,McGill University,https://dl.acm.org/profile/81100094438,Using machine learning for handover optimization in vehicular fog computing
991,Jonathan Scarlett,National University of Singapore,https://dl.acm.org/profile/99658668739,Phase transitions in group testing
992,Volkan Cevher,EPFL,https://dl.acm.org/profile/81336488297,Phase transitions in group testing
993,Claudia Szabo,The University of Adelaide,https://dl.acm.org/profile/81330498798,An Objective-Based Approach for Semantic Validation of Emergence in Component-Based Simulation Models
994,JoAnn M. Paul,Virginia Polytechnic Institute and State University,https://dl.acm.org/profile/81452605713,Modeling and simulation of steady state and transient behaviors for emergent SoCs
995,Arne J. Suppé,Carnegie Mellon University,https://dl.acm.org/profile/81100076397,Modeling and simulation of steady state and transient behaviors for emergent SoCs
996,Donald E. Thomas,Carnegie Mellon University,https://dl.acm.org/profile/81100412140,Modeling and simulation of steady state and transient behaviors for emergent SoCs
997,V. Derycke,IBM Thomas J. Watson Research Center,https://dl.acm.org/profile/81100644923,Carbon nanotube field-effect transistors and logic circuits
998,J. Appenzeller,Purdue University,https://dl.acm.org/profile/81100504402,Carbon nanotube field-effect transistors and logic circuits
999,S. Wind,Columbia University,https://dl.acm.org/profile/81100607440,Carbon nanotube field-effect transistors and logic circuits
1000,Ph. Avouris,IBM Thomas J. Watson Research Center,https://dl.acm.org/profile/81100274671,Carbon nanotube field-effect transistors and logic circuits
1001,Oluwatayo Y. Kolawole,Samsung R&D Institute UK,https://dl.acm.org/profile/99660342104,UAV based 5G indoor localization for emergency services
1002,Animesh Mukherjee,Indian Institute of Technology Kharagpur,https://dl.acm.org/profile/81100653390,Emergence of community structures in vowel inventories: an analysis based on complex networks
1003,Monojit Choudhury,Microsoft Research,https://dl.acm.org/profile/81313483944,Emergence of community structures in vowel inventories: an analysis based on complex networks
1004,Anupam Basu,Indian Institute of Technology Kharagpur,https://dl.acm.org/profile/81100646311,Emergence of community structures in vowel inventories: an analysis based on complex networks
1005,Niloy Ganguly,Indian Institute of Technology Kharagpur,https://dl.acm.org/profile/81100305563,Emergence of community structures in vowel inventories: an analysis based on complex networks
1006,Seid Hadi Rasouli,"University of California, Santa Barbara",https://dl.acm.org/profile/81310482323,Work-function variation induced fluctuation in bias-temperature-instability characteristics of emerging metal-gate devices and implications for digital design
1007,Kazuhiko Endo,National Institute of Advanced Industrial Science and Technology,https://dl.acm.org/profile/81458651974,Work-function variation induced fluctuation in bias-temperature-instability characteristics of emerging metal-gate devices and implications for digital design
1008,Kaustav Banerjee,"University of California, Santa Barbara",https://dl.acm.org/profile/81100144463,Work-function variation induced fluctuation in bias-temperature-instability characteristics of emerging metal-gate devices and implications for digital design
1009,Rick Mugridge,The University of Auckland,https://dl.acm.org/profile/81100509430,Emerging user interfaces through first-class viewers
1010,Mitra Nataraj,The University of Auckland,https://dl.acm.org/profile/81503689700,Emerging user interfaces through first-class viewers
1011,Darryl Singh,The University of Auckland,https://dl.acm.org/profile/81503685455,Emerging user interfaces through first-class viewers
1012,Manu Kapur,Nanyang Technological University,https://dl.acm.org/profile/81316488825,"Emergence of learning in computer-supported, large-scale collective dynamics: a research agenda"
1013,David Hung,National Institute of Education,https://dl.acm.org/profile/81316488655,"Emergence of learning in computer-supported, large-scale collective dynamics: a research agenda"
1014,Michael Jacobson,The University of Sydney,https://dl.acm.org/profile/81100030660,"Emergence of learning in computer-supported, large-scale collective dynamics: a research agenda"
1015,John Voiklis,Columbia University,https://dl.acm.org/profile/81317490061,"Emergence of learning in computer-supported, large-scale collective dynamics: a research agenda"
1016,Charles K. Kinzer,Columbia University,https://dl.acm.org/profile/81100336595,"Emergence of learning in computer-supported, large-scale collective dynamics: a research agenda"
1017,Chen Der-Thanq Victor,National Institute of Education,https://dl.acm.org/profile/81442604408,"Emergence of learning in computer-supported, large-scale collective dynamics: a research agenda"
1018,Dalila Tamzalit,Laboratory of Digital Sciences of Nantes,https://dl.acm.org/profile/81100662350,From object evolution to object emergence
1019,Chabane Oussalah,IMT Mines Alès,https://dl.acm.org/profile/81100047246,From object evolution to object emergence
1020,S M Al Mahi,Oklahoma State University - Stillwater,https://dl.acm.org/profile/99659309756,Distributed Heterogeneous Robot-Human Teams: Robotics Track
1021,Kyungho Nam,Oklahoma State University - Stillwater,https://dl.acm.org/profile/99659368528,Distributed Heterogeneous Robot-Human Teams: Robotics Track
1022,Christopher Crick,Oklahoma State University - Stillwater,https://dl.acm.org/profile/81309494479,Distributed Heterogeneous Robot-Human Teams: Robotics Track
1023,D. Ármannsson,Reykjavik University,https://dl.acm.org/profile/81310483756,Controlling the effects of anomalous ARP behaviour on ethernet networks
1024,G. Hjálmtýsson,Reykjavik University,https://dl.acm.org/profile/81100082838,Controlling the effects of anomalous ARP behaviour on ethernet networks
1025,P. D. Smith,Lancaster University,https://dl.acm.org/profile/81310487512,Controlling the effects of anomalous ARP behaviour on ethernet networks
1026,L. Mathy,Lancaster University,https://dl.acm.org/profile/81310493238,Controlling the effects of anomalous ARP behaviour on ethernet networks
1027,Partha Sarathi Dutta,Xerox Research Center India,https://dl.acm.org/profile/81100634439,Emergence of stable coalitions via task exchanges
1028,Sandip Sen,The University of Tulsa,https://dl.acm.org/profile/81100401673,Emergence of stable coalitions via task exchanges
1029,Diogo Tavares,NOVA University of Lisbon,https://dl.acm.org/profile/99660640315,Zero-shot Generalization of Multimodal Dialogue Agents
1030,Winter A. Mason,"Facebook, Inc.",https://dl.acm.org/profile/81442596219,Predicting emerging social conventions in online social networks
1031,Krishna P. Gummadi,Max Planck Institute for Software Systems,https://dl.acm.org/profile/81100334131,Predicting emerging social conventions in online social networks
1032,Meeyoung Cha,Korea Advanced Institute of Science and Technology,https://dl.acm.org/profile/81100205660,Predicting emerging social conventions in online social networks
1033,Bing He,Georgia Institute of Technology,https://dl.acm.org/profile/99659850401,Racism is a virus: anti-asian hate and counterspeech in social media during the COVID-19 crisis
1034,Caleb Ziems,Georgia Institute of Technology,https://dl.acm.org/profile/99659971810,Racism is a virus: anti-asian hate and counterspeech in social media during the COVID-19 crisis
1035,Sandeep Soni,Georgia Institute of Technology,https://dl.acm.org/profile/87958751357,Racism is a virus: anti-asian hate and counterspeech in social media during the COVID-19 crisis
1036,Naren Ramakrishnan,Virginia Polytechnic Institute and State University,https://dl.acm.org/profile/81350601212,Racism is a virus: anti-asian hate and counterspeech in social media during the COVID-19 crisis
1037,Diyi Yang,Stanford University,https://dl.acm.org/profile/87258642957,Racism is a virus: anti-asian hate and counterspeech in social media during the COVID-19 crisis
1038,Srijan Kumar,Georgia Institute of Technology,https://dl.acm.org/profile/89558825057,Racism is a virus: anti-asian hate and counterspeech in social media during the COVID-19 crisis
1039,Andrew Fano,Accenture,https://dl.acm.org/profile/81100313988,Emerging challenges for large scale systems integration
1040,Anuj Dawar,University of Cambridge,https://dl.acm.org/profile/81100341382,Inflationary fixed points in modal logic
1041,Erich Grädel,RWTH Aachen University,https://dl.acm.org/profile/81100568848,Inflationary fixed points in modal logic
1042,Stephan Kreutzer,Technical University of Berlin,https://dl.acm.org/profile/81100206918,Inflationary fixed points in modal logic
1043,Robert M. Harlan,St. Bonaventure University,https://dl.acm.org/profile/81100207922,Creating emergent behaviors: two robotics labs that combine reactive behaviors
1044,Shelley McClarigan,Dresser Rand,https://dl.acm.org/profile/81100173961,Creating emergent behaviors: two robotics labs that combine reactive behaviors
1045,Shenghuan Miao,Zhejiang University,https://dl.acm.org/profile/99660567182,Towards a Dynamic Inter-Sensor Correlations Learning Framework for Multi-Sensor-Based Wearable Human Activity Recognition
1046,Ling Chen,Zhejiang University,https://dl.acm.org/profile/81408598829,Towards a Dynamic Inter-Sensor Correlations Learning Framework for Multi-Sensor-Based Wearable Human Activity Recognition
1047,Rong Hu,Zhejiang University,https://dl.acm.org/profile/99660566458,Towards a Dynamic Inter-Sensor Correlations Learning Framework for Multi-Sensor-Based Wearable Human Activity Recognition
1048,Yingsong Luo,Zhejiang University,https://dl.acm.org/profile/99660566610,Towards a Dynamic Inter-Sensor Correlations Learning Framework for Multi-Sensor-Based Wearable Human Activity Recognition
1049,Jin He,Peking University,https://dl.acm.org/profile/81100331866,A Carrier-Based Analytic Model for Undoped (Lightly Doped) Ultra-Thin-Body Silicon-on-Insulator (UTB-SOI) MOSFETs
1050,Xing Zhang,Peking University,https://dl.acm.org/profile/81312481890,A Carrier-Based Analytic Model for Undoped (Lightly Doped) Ultra-Thin-Body Silicon-on-Insulator (UTB-SOI) MOSFETs
1051,Ganggang Zhang,Peking University,https://dl.acm.org/profile/81312481251,A Carrier-Based Analytic Model for Undoped (Lightly Doped) Ultra-Thin-Body Silicon-on-Insulator (UTB-SOI) MOSFETs
1052,Yangyuan Wang,Peking University,https://dl.acm.org/profile/81312485573,A Carrier-Based Analytic Model for Undoped (Lightly Doped) Ultra-Thin-Body Silicon-on-Insulator (UTB-SOI) MOSFETs
1053,Sameer Wagh,"University of California, Berkeley",https://dl.acm.org/profile/99660009977,DP-cryptography: marrying differential privacy and cryptography in emerging applications
1054,Xi He,University of Waterloo,https://dl.acm.org/profile/89758898557,DP-cryptography: marrying differential privacy and cryptography in emerging applications
1055,Ashwin Machanavajjhala,Duke University,https://dl.acm.org/profile/81100002416,DP-cryptography: marrying differential privacy and cryptography in emerging applications
1056,Prateek Mittal,Princeton University,https://dl.acm.org/profile/81375616228,DP-cryptography: marrying differential privacy and cryptography in emerging applications
1057,Yu-Ting Cheng,Eindhoven University of Technology,https://dl.acm.org/profile/99659276837,Thing Constellation Visualizer: Exploring Emergent Relationships of Everyday Objects
1058,Rung-Huei Liang,National Taiwan University of Science and Technology,https://dl.acm.org/profile/99659899018,Thing Constellation Visualizer: Exploring Emergent Relationships of Everyday Objects
1059,Jane Yung-jen Hsu,National Taiwan University,https://dl.acm.org/profile/81406599584,Thing Constellation Visualizer: Exploring Emergent Relationships of Everyday Objects
1060,Lin-Lin Chen,Eindhoven University of Technology,https://dl.acm.org/profile/99658706963,Thing Constellation Visualizer: Exploring Emergent Relationships of Everyday Objects
1061,Uwe Pohlmann,Fraunhofer Research Institution for Mechatronic Systems Design IEM,https://dl.acm.org/profile/81758850257,Safe deployment for reconfigurable cyber-physical systems
1062,Joshua Sirota,University of Alberta,https://dl.acm.org/profile/99659444767,Evolving recurrent neural networks for emergent communication
1063,Vadim Bulitko,University of Alberta,https://dl.acm.org/profile/81100495232,Evolving recurrent neural networks for emergent communication
1064,Matthew R G Brown,University of Alberta,https://dl.acm.org/profile/99659524453,Evolving recurrent neural networks for emergent communication
1065,Sergio Poo Hernandez,University of Alberta,https://dl.acm.org/profile/99659085148,Evolving recurrent neural networks for emergent communication
1066,Hussam Amrouch,University of Stuttgart,https://dl.acm.org/profile/81482661250,Emerging (un-)reliability based security threats and mitigations for embedded systems: special session
1067,Prashanth Krishnamurthy,NYU Tandon School of Engineering,https://dl.acm.org/profile/81343497177,Emerging (un-)reliability based security threats and mitigations for embedded systems: special session
1068,Jörg Henkel,Karlsruhe Institute of Technology,https://dl.acm.org/profile/81350581911,Emerging (un-)reliability based security threats and mitigations for embedded systems: special session
1069,Ramesh Karri,New York University,https://dl.acm.org/profile/81100444190,Emerging (un-)reliability based security threats and mitigations for embedded systems: special session
1070,Farshad Khorrami,NYU Tandon School of Engineering,https://dl.acm.org/profile/81343496809,Emerging (un-)reliability based security threats and mitigations for embedded systems: special session
1071,Cong Zhao,Imperial College London,https://dl.acm.org/profile/99659825654,Trustworthy Device Pairing for Opportunistic Device-to-Device Communications in Mobile Crowdsourcing Systems
1072,Fengrui Shi,Imperial College London,https://dl.acm.org/profile/99658740799,Trustworthy Device Pairing for Opportunistic Device-to-Device Communications in Mobile Crowdsourcing Systems
